10,-249,3,0,1.0132e+05,288
10,-249,2.5,0,1.0132e+05,288
10,-249,2,0,1.0132e+05,288
10,-249,1.5,0,1.0132e+05,288
10,-249,1,0,1.0132e+05,288
10,-249,0.5,0,1.0132e+05,288
#
10,-248,3,0,1.0132e+05,288
10,-248,2.5,0,1.0132e+05,288
10,-248,2,0,1.0132e+05,288
10,-248,1.5,0,1.0132e+05,288
10,-248,1,0,1.0132e+05,288
10,-248,0.5,0,1.0132e+05,288
#
10,-247,3,0,1.0132e+05,288
10,-247,2.5,0,1.0132e+05,288
10,-247,2,0,1.0132e+05,288
10,-247,1.5,0,1.0132e+05,288
10,-247,1,0,1.0132e+05,288
10,-247,0.5,0,1.0132e+05,288
#
10,-246,3,0,1.0132e+05,288
10,-246,2.5,0,1.0132e+05,288
10,-246,2,0,1.0132e+05,288
10,-246,1.5,0,1.0132e+05,288
10,-246,1,0,1.0132e+05,288
10,-246,0.5,0,1.0132e+05,288
#
10,-245,3,0,1.0132e+05,288
10,-245,2.5,0,1.0132e+05,288
10,-245,2,0,1.0132e+05,288
10,-245,1.5,0,1.0132e+05,288
10,-245,1,0,1.0132e+05,288
10,-245,0.5,0,1.0132e+05,288
#
10,-244,3,0,1.0132e+05,288
10,-244,2.5,0,1.0132e+05,288
10,-244,2,0,1.0132e+05,288
10,-244,1.5,0,1.0132e+05,288
10,-244,1,0,1.0132e+05,288
10,-244,0.5,0,1.0132e+05,288
#
10,-243,3,0,1.0132e+05,288
10,-243,2.5,0,1.0132e+05,288
10,-243,2,0,1.0132e+05,288
10,-243,1.5,0,1.0132e+05,288
10,-243,1,0,1.0132e+05,288
10,-243,0.5,0,1.0132e+05,288
#
10,-242,3,0,1.0132e+05,288
10,-242,2.5,0,1.0132e+05,288
10,-242,2,0,1.0132e+05,288
10,-242,1.5,0,1.0132e+05,288
10,-242,1,0,1.0132e+05,288
10,-242,0.5,0,1.0132e+05,288
#
10,-241,3,0,1.0132e+05,288
10,-241,2.5,0,1.0132e+05,288
10,-241,2,0,1.0132e+05,288
10,-241,1.5,0,1.0132e+05,288
10,-241,1,0,1.0132e+05,288
10,-241,0.5,0,1.0132e+05,288
#
10,-240,3,0,1.0132e+05,288
10,-240,2.5,0,1.0132e+05,288
10,-240,2,0,1.0132e+05,288
